mcs_frame_id,pfs_visit_id,mcs_exptime,altitude,azimuth,insrot,adc_pa,dome_temperature,dome_pressure,dome_humidity,outside_temperature,outside_pressure,outside_humidity,mcs_cover_temperature,mcs_m1_temperature,taken_at,taken_in_hst_at,mcs_camera_id,measurement_algorithm,version_actor,version_instdata
11984800,119848,0.8,49.9794,235.7344,51.134857,0.0,5.0,101.0,0.3,5.0,101.0,0.3,5.0,6.0,2025-01-23 20:36:44,2025-01-23 20:36:44,0,'windowed',0,0
11984801,119848,0.8,49.9258,235.8012,51.13489,0.0,5.0,101.0,0.3,5.0,101.0,0.3,5.0,6.0,2025-01-23 20:37:01,2025-01-23 20:37:01,0,'windowed',0,0
11984802,119848,0.8,49.8755,235.8639,51.134853,0.0,5.0,101.0,0.3,5.0,101.0,0.3,5.0,6.0,2025-01-23 20:37:17,2025-01-23 20:37:17,0,'windowed',0,0
11984803,119848,4.8,49.8409,235.9066,51.1349,0.0,5.0,101.0,0.3,5.0,101.0,0.3,5.0,6.0,2025-01-23 20:37:31,2025-01-23 20:37:31,0,'windowed',0,0
11984804,119848,4.8,49.7895,235.9701,51.134876,0.0,5.0,101.0,0.3,5.0,101.0,0.3,5.0,6.0,2025-01-23 20:37:47,2025-01-23 20:37:47,0,'windowed',0,0
11984805,119848,4.8,49.7406,236.0305,51.13487,0.0,5.0,101.0,0.3,5.0,101.0,0.3,5.0,6.0,2025-01-23 20:38:02,2025-01-23 20:38:02,0,'windowed',0,0
11984806,119848,4.8,49.6936,236.0881,51.13487,0.0,5.0,101.0,0.3,5.0,101.0,0.3,5.0,6.0,2025-01-23 20:38:17,2025-01-23 20:38:17,0,'windowed',0,0
11984807,119848,4.8,49.6451,236.1477,51.134846,0.0,5.0,101.0,0.3,5.0,101.0,0.3,5.0,6.0,2025-01-23 20:38:31,2025-01-23 20:38:31,0,'windowed',0,0
11984808,119848,4.8,49.6,236.2028,51.13484,0.0,5.0,101.0,0.3,5.0,101.0,0.3,5.0,6.0,2025-01-23 20:38:45,2025-01-23 20:38:45,0,'windowed',0,0
